Sample,Cluster
3aHSDH%3aHSDH%MBR6526164_1_3-oxoacyl-ACP_reductase_FabG__Clostridia_bacterium_,4
3aHSDH%3aHSDH%MCI8514525_1_3-oxoacyl-ACP_reductase_FabG__Lachnospiraceae_bacterium_,4
3aHSDH%3aHSDH%MCM1345206_1_3-oxoacyl-ACP_reductase_FabG__Muribaculaceae_bacterium_,3
3aHSDH%3aHSDH%MED9821234_1_SDR_family_NAD(P)-dependent_oxidoreductase__Christensenellales_bacterium_,3
3aHSDH%3aHSDH%WP_062304377_1_SDR_family_NAD(P)-dependent_oxidoreductase__Sellimonas_intestinalis_,4
3aHSDH%3aHSDH%WP_117548394_1_SDR_family_NAD(P)-dependent_oxidoreductase__Longicatena_caecimuris_,2
3aHSDH%3aHSDH%WP_117582908_1_MULTISPECIES__SDR_family_NAD(P)-dependent_oxidoreductase__unclassified_Collinsella_,3
3aHSDH%3aHSDH%WP_226969791_1_SDR_family_oxidoreductase___Ruminococcus__lactaris_,6
3aHSDH%3aHSDH%WP_270387972_1_SDR_family_NAD(P)-dependent_oxidoreductase__Blautia_hansenii_,0
3aHSDH%CAG5237306_1_short_chain_dehydrogenase__Streptococcus_pneumoniae_,5
3aHSDH%GENOME060426_131,1
3aHSDH%GENOME084620_3418,3
3aHSDH%GENOME084674_3322,3
3aHSDH%MBQ9141038_1_SDR_family_oxidoreductase__Lachnospiraceae_bacterium_,6
3aHSDH%MBS5502136_1_3-oxoacyl-ACP_reductase_FabG__Eggerthella_sp__,5
3aHSDH%MCI6529002_1_SDR_family_oxidoreductase__Clostridiales_bacterium_,0
3aHSDH%MCI6633699_1_3-oxoacyl-ACP_reductase_FabG__Clostridiales_bacterium_,6
3aHSDH%MCI6899085_1_SDR_family_oxidoreductase__Mycoplasmatota_bacterium_,4
3aHSDH%MCI7742844_1_SDR_family_oxidoreductase__Clostridiales_bacterium_,6
3aHSDH%MCI8568452_1_3-oxoacyl-ACP_reductase_FabG__Bacilli_bacterium_,4
3aHSDH%MCI8931631_1_SDR_family_oxidoreductase__Lachnospiraceae_bacterium_,5
3aHSDH%MCM1266841_1_3-oxoacyl-ACP_reductase_FabG__Bacteroidales_bacterium_,4
3aHSDH%MCR4878926_1_SDR_family_NAD(P)-dependent_oxidoreductase__Bacteroidales_bacterium_,0
3aHSDH%MDE7008868_1_3-oxoacyl-ACP_reductase_FabG__Lachnospiraceae_bacterium_,5
3aHSDH%MDE7282987_1_SDR_family_oxidoreductase__Lachnospiraceae_bacterium_,6
3aHSDH%MDE7415347_1_SDR_family_oxidoreductase__Lachnospiraceae_bacterium_,1
3aHSDH%MFR0796835_1_SDR_family_NAD(P)-dependent_oxidoreductase__Oscillospiraceae_bacterium_,0
3aHSDH%WP_008977467_1_SDR_family_NAD(P)-dependent_oxidoreductase__Faecalimonas_umbilicata_,4
3aHSDH%WP_020436139_1_MULTISPECIES__SDR_family_NAD(P)-dependent_oxidoreductase__Mediterraneibacter_,4
3aHSDH%WP_021919520_1_SDR_family_oxidoreductase__Evtepia_gabavorous_,1
3aHSDH%WP_037602854_1_3-oxoacyl-ACP_reductase__Streptococcus_sp__oral_taxon_056_,5
3aHSDH%WP_044950032_1_SDR_family_NAD(P)-dependent_oxidoreductase__Mediterraneibacter_gnavus_,4
3aHSDH%WP_087213392_1_MULTISPECIES__SDR_family_NAD(P)-dependent_oxidoreductase__Sellimonas_,4
3aHSDH%WP_104968339_1_3-oxoacyl-ACP_reductase__Streptococcus_pluranimalium_,0
3aHSDH%WP_109137584_1_SDR_family_oxidoreductase__Bifidobacterium_catulorum_,5
3aHSDH%WP_117562420_1_SDR_family_NAD(P)-dependent_oxidoreductase__Enterocloster_aldenensis_,3
3aHSDH%WP_138309742_1_MULTISPECIES__SDR_family_NAD(P)-dependent_oxidoreductase__unclassified_Clostridium_,3
3aHSDH%WP_182279434_1_SDR_family_NAD(P)-dependent_oxidoreductase__Collinsella_intestinalis_,3
3aHSDH%WP_191282235_1_SDR_family_oxidoreductase__Pseudolysinimonas_yzui_,0
3aHSDH%WP_231385278_1_SDR_family_NAD(P)-dependent_oxidoreductase__Candidatus_Stoquefichus_massiliensis_,4
3aHSDH%WP_270208025_1_SDR_family_oxidoreductase__Eggerthella_lenta_,5
3aHSDH%WP_289544896_1_SDR_family_NAD(P)-dependent_oxidoreductase__Enorma_phocaeensis_,5
3aHSDH%WP_316269050_1_SDR_family_NAD(P)-dependent_oxidoreductase__Claveliimonas_bilis_,1
3aHSDH%WP_377204125_1_MULTISPECIES__SDR_family_oxidoreductase__unclassified_Pseudarthrobacter_,3
3aHSDH%WP_427737837_1_SDR_family_NAD(P)-dependent_oxidoreductase__Bariatricus_sp__SGI_154_,4
3bHSDH%GENOME124823_1686,4
3bHSDH%MBS6646402_1_glucose_1-dehydrogenase__Clostridiaceae_bacterium_,5
3bHSDH%MBS6779006_1_aldo_keto_reductase__Eggerthella_sp__,0
3bHSDH%MEY8522072_1_aldo_keto_reductase__Lachnospiraceae_bacterium_38-10_,1
3bHSDH%WP_100933575_1_SDR_family_NAD(P)-dependent_oxidoreductase___Clostridium__innocuum_,4
3bHSDH%WP_186937525_1_glucose_1-dehydrogenase__Eggerthella_hominis_,2
5AR%GENOME006039_2690,4
5AR%GENOME012336_2253,6
5AR%GENOME021742_2120,5
5AR%GENOME078645_81,3
5AR%GENOME084343_2181,6
5AR%GENOME086572_2986,1
5AR%GENOME107567_81,4
5AR%GENOME140582_2251,4
5AR%GENOME142018_414,1
5AR%GENOME170052_106,6
5AR%GENOME179594_130,2
5AR%GENOME179896_434,4
5AR%HIU55603_1_DUF1295_domain-containing_protein__Candidatus_Gallibacteroides_avistercoris_,2
5AR%MBD5276024_1_DUF1295_domain-containing_protein__Bacteroides_sp__,0
5AR%MBO5195293_1_DUF1295_domain-containing_protein__Bacteroidales_bacterium_,1
5AR%MBP3601379_1_DUF1295_domain-containing_protein__Alistipes_sp__,6
5AR%MBQ1253485_1_DUF1295_domain-containing_protein__Alistipes_sp__,0
5AR%MBR4740186_1_DUF1295_domain-containing_protein__Bacteroidales_bacterium_,4
5AR%MCD7962281_1_DUF1295_domain-containing_protein__Rikenellaceae_bacterium_,6
5AR%MCH5217706_1_DUF1295_domain-containing_protein__Muribaculaceae_bacterium_,3
5AR%MCQ2341803_1_DUF1295_domain-containing_protein__Paludibacteraceae_bacterium_,2
5AR%MCR5660240_1_DUF1295_domain-containing_protein__Bacteroidales_bacterium_,1
5AR%MDE7159808_1_DUF1295_domain-containing_protein__Muribaculaceae_bacterium_,1
5AR%WP_005657188_1_DUF1295_domain-containing_protein__Bacteroides_stercoris_,2
5AR%WP_099292233_1_MULTISPECIES__DUF1295_domain-containing_protein__Butyricimonas_,2
5AR%WP_300108487_1_DUF1295_domain-containing_protein__uncultured_Alistipes_sp__,3
5AR%WP_302729833_1_DUF1295_domain-containing_protein__Bacteroides_sp__ET489_,2
5AR%WP_303226315_1_DUF1295_domain-containing_protein__Alistipes_indistinctus_,3
5AR%WP_346709278_1_DUF1295_domain-containing_protein__Phocaeicola_salanitronis_,0
5AR%WP_418203978_1_DUF1295_domain-containing_protein__Bacteroides_sp__,4
5BR%CAK7070565_1_MAG__NADPH_dehydrogenase__Parabacteroides_sp__,1
5BR%GENOME006024_4796,3
5BR%GENOME006521_2122,3
5BR%GENOME141824_1849,0
5BR%HIX74022_1_NADH_flavin_oxidoreductase__Candidatus_Parabacteroides_intestinipullorum_,0
5BR%MBE6202772_1_NADH_flavin_oxidoreductase__Rikenellaceae_bacterium_,4
5BR%MBO4402754_1_NADH_flavin_oxidoreductase__Bacteroidales_bacterium_,0
5BR%MBO7234306_1_NADH_flavin_oxidoreductase__Paludibacteraceae_bacterium_,6
5BR%MBO8446450_1_NADH_flavin_oxidoreductase__Candidatus_Enterocola_intestinipullorum_,2
5BR%MBQ8101082_1_NADH_flavin_oxidoreductase__Paludibacteraceae_bacterium_,1
5BR%MCA9548846_1_NADH_flavin_oxidoreductase__Myxococcales_bacterium_,6
5BR%MCD8287651_1_NADH_flavin_oxidoreductase__Porphyromonadaceae_bacterium_,0
5BR%MCF0197806_1_NADH_flavin_oxidoreductase__Bacteroidaceae_bacterium_,3
5BR%MCH5231198_1_NADH_flavin_oxidoreductase__Muribaculaceae_bacterium_,2
5BR%MCQ2066925_1_NADH_flavin_oxidoreductase__Bacteroidaceae_bacterium_,2
5BR%MCQ2271787_1_NADH_flavin_oxidoreductase__Bacteroidales_bacterium_,4
5BR%MCR4591939_1_NADH_flavin_oxidoreductase__Bacteroidaceae_bacterium_,4
5BR%MDD2293891_1_NADH_flavin_oxidoreductase__Bacteroidales_bacterium_,5
5BR%MDD5892138_1_NADH_flavin_oxidoreductase__Bacteroidales_bacterium_,2
5BR%MDD5962634_1_NADH_flavin_oxidoreductase__bacterium_,5
5BR%MDD6582580_1_NADH_flavin_oxidoreductase__Bacteroidales_bacterium_,5
5BR%MEI7492181_1_NADH_flavin_oxidoreductase__Bacteroidota_bacterium_,0
5BR%MEZ3591839_1_NADH_flavin_oxidoreductase__Muribaculaceae_bacterium_,4
5BR%MFO0559492_1_NADH_flavin_oxidoreductase__Polyangiales_bacterium_,2
5BR%WP_259010233_1_NADH_flavin_oxidoreductase__Parabacteroides_distasonis_,0
5BR%WP_279088787_1_NADH_flavin_oxidoreductase__Alistipes_putredinis_,5
5BR%WP_295936477_1_NADH_flavin_oxidoreductase__uncultured_Alistipes_sp__,1
5BR%WP_297931268_1_NADH_flavin_oxidoreductase__uncultured_Alistipes_sp__,0
5BR%WP_300285921_1_NADH_flavin_oxidoreductase__uncultured_Alistipes_sp__,4
5BR%WP_300748828_1_NADH_flavin_oxidoreductase__uncultured_Alistipes_sp__,0
5BR%WP_302380465_1_NADH_flavin_oxidoreductase__uncultured_Alistipes_sp__,1
5BR%WP_394671717_1_NADH_flavin_oxidoreductase__Muribaculum_sp__,1
5BR%WP_418992344_1_NADH_flavin_oxidoreductase__Alistipes_sp__,0
7aHSDH%EOW9602512_1_SDR_family_NAD(P)-dependent_oxidoreductase__Escherichia_coli_,2
7aHSDH%GENOME007043_1033,0
7aHSDH%GENOME011662_3430,1
7aHSDH%GENOME011692_1576,3
7aHSDH%GENOME018142_1887,0
7aHSDH%GENOME025100_397,1
7aHSDH%GENOME042562_3253,6
7aHSDH%GENOME067790_2714,4
7aHSDH%GENOME070302_884,4
7aHSDH%GENOME080077_256,4
7aHSDH%GENOME086444_1757,1
7aHSDH%GENOME103762_694,4
7aHSDH%GENOME122758_282,4
7aHSDH%GENOME125242_1669,3
7aHSDH%GENOME150027_3593,3
7aHSDH%GENOME215422_1346,2
7aHSDH%HAY2965420_1_SDR_family_oxidoreductase__Escherichia_coli_,2
7aHSDH%HEX5818085_1_7-alpha-hydroxysteroid_dehydrogenase__Gemmatimonadales_bacterium_,5
7aHSDH%MBE5948790_1_SDR_family_oxidoreductase__Lachnospiraceae_bacterium_,6
7aHSDH%MBHC130__Clostridiales_bacterium_1_7_47FAA_,1
7aHSDH%MCI7810995_1_SDR_family_oxidoreductase__Clostridiales_bacterium_,1
7aHSDH%MCI9468093_1_SDR_family_oxidoreductase__Oscillospiraceae_bacterium_,6
7aHSDH%MEO8122524_1_7-alpha-hydroxysteroid_dehydrogenase__Burkholderiales_bacterium_,2
7aHSDH%WP_003507641_1_7alpha-hydroxysteroid_dehydrogenase___Clostridium__symbiosum_,1
7aHSDH%WP_025075670_1_7alpha-hydroxysteroid_dehydrogenase__Bacteroides_faecichinchillae_,3
7aHSDH%WP_071121323_1_7alpha-hydroxysteroid_dehydrogenase__Romboutsia_timonensis_,5
7aHSDH%WP_221221011_1_7-alpha-hydroxysteroid_dehydrogenase__Phenylobacterium_haematophilum_,4
7aHSDH%WP_262434703_1_7alpha-hydroxysteroid_dehydrogenase__Jilunia_laotingensis_,2
7aHSDH%WP_303013929_1_7alpha-hydroxysteroid_dehydrogenase__uncultured_Bacteroides_sp__,1
7aHSDH%WP_342232791_1_7alpha-hydroxysteroid_dehydrogenase__Pseudoflavonifractor_phocaeensis_,3
7bHSDH%GENOME075272_507,4
7bHSDH%GENOME213756_525,0
7bHSDH%WP_394860677_1_7beta-hydroxysteroid_dehydrogenase__Mediterraneibacter_gnavus_,5
BSH1%UPI0001652BA3,2
BSH1%UPI0001B1C28E,4
BSH1%UPI0001DE6025,4
BSH1%UPI00022FF9E1,1
BSH1%UPI0002624191,5
BSH1%UPI0002802AC4,3
BSH1%UPI000289C842,5
BSH1%UPI0002CB0E7D,2
BSH1%UPI0002F95F26,6
BSH1%UPI00033F0DE9,2
BSH1%UPI00035D264B,3
BSH1%UPI0003A10C39,6
BSH1%UPI00041C4F56,1
BSH1%UPI00044AC395,4
BSH1%UPI0004BCDDD9,4
BSH1%UPI0004D69CD5,0
BSH1%UPI0004D6A0E9,2
BSH1%UPI0004F8D610,2
BSH1%UPI0005DBBD01,4
BSH1%UPI00064A1F29,4
BSH1%UPI00070D1B8F,4
BSH1%UPI00073AFD00,5
BSH1%UPI00076E9CCB,0
BSH1%UPI0007933BD5,1
BSH1%UPI000801FF16,6
BSH1%UPI00093BFB8C,1
BSH1%UPI000949473C,1
BSH1%UPI00095B1DAC,5
BSH1%UPI00095C7CBB,4
BSH1%UPI000A00C8F6,3
BSH1%UPI000BCCCB22,3
BSH1%UPI000BD3EFD5,4
BSH1%UPI000CD30963,2
BSH1%UPI000CF9C992,0
BSH1%UPI000DCDF6FE,4
BSH1%UPI000FBCBE5B,4
BSH2%UPI0000382136,3
BSH2%UPI0001534663,6
BSH2%UPI0001599717,4
BSH2%UPI00017C25E3,1
BSH2%UPI0001971EB2,6
BSH2%UPI0001C1C05D,3
BSH2%UPI0001CF4F1D,6
BSH2%UPI0001E69B03,1
BSH2%UPI0001FDAFAC,5
BSH2%UPI0002814877,4
BSH2%UPI000335FD2D,1
BSH2%UPI00033874A8,4
BSH2%UPI00033AD64E,1
BSH2%UPI00033F049A,1
BSH2%UPI00038B932A,0
BSH2%UPI000396CDDF,1
BSH2%UPI000463FA77,5
BSH2%UPI0004B97954,0
BSH2%UPI000508CF7A,4
BSH2%UPI00050FFCF5,3
BSH2%UPI0005738721,5
BSH2%UPI0005D317A6,4
BSH2%UPI0005DCCFF2,1
BSH2%UPI0006649122,0
BSH2%UPI0006A496D2,5
BSH2%UPI0006BFFEB7,2
BSH2%UPI0006C043E9,5
BSH2%UPI0006C0EB58,3
BSH2%UPI0006C1ADDE,3
BSH2%UPI0006C23C60,1
BSH2%UPI0006C28698,5
BSH2%UPI0006C3C90B,4
BSH2%UPI0006C45BC8,5
BSH2%UPI0006C4A6B6,6
BSH2%UPI0006C52F45,5
BSH2%UPI0006C5C844,5
BSH2%UPI0006C706B0,2
BSH2%UPI0006CAB5AD,2
BSH2%UPI0006CABE2C,4
BSH2%UPI00082051E1,1
BSH2%UPI00082062C1,5
BSH2%UPI000820857A,4
BSH2%UPI000820B778,5
BSH2%UPI000820F666,1
BSH2%UPI000821232B,3
BSH2%UPI0008219BA0,3
BSH2%UPI000821B1D8,1
BSH2%UPI000821B9AC,0
BSH2%UPI000821FD65,5
BSH2%UPI0008222B5A,5
BSH2%UPI00082257EE,0
BSH2%UPI000822F9A5,2
BSH2%UPI0008230885,1
BSH2%UPI00082332C0,1
BSH2%UPI0008E59C2D,0
BSH2%UPI00095B7069,3
BSH2%UPI000960BD65,0
BSH2%UPI0009611255,4
BSH2%UPI000961A2BF,0
BSH2%UPI000965B48B,1
BSH2%UPI000966A84B,2
BSH2%UPI00096829BD,1
BSH2%UPI0009698BA7,1
BSH2%UPI0009C3B121,4
BSH2%UPI000B3674FC,1
BSH2%UPI000B38AD3B,1
BSH2%UPI000B431D75,6
BSH2%UPI000C84F661,0
BSH2%UPI000D1261F9,4
BSH2%UPI000D58F0CE,6
BSH2%UPI000D6581CE,3
BSH2%UPI000D7ABA35,5
BSH2%UPI000D7ADB68,6
BSH2%UPI000D7AF0AB,5
BSH2%UPI000DF74F5E,1
BSH2%UPI000DF7AEC4,4
BSH2%UPI000DF86417,5
BSH2%UPI000E40484B,4
BSH2%UPI000E42566B,4
BSH2%UPI000E4418E2,6
BSH2%UPI000E4BF981,1
BSH2%UPI000E4E4D64,3
BSH2%UPI000E53BC4B,5
BSH2%UPI000E53DAEE,3
BSH2%UPI000E54458D,2
BSH2%UPI000E7D8CB5,2
BSH2%UPI000E80FD85,0
BSH2%UPI000E8B2418,1
BSH2%UPI000E8E16B0,4
BSH2%UPI000E91045C,3
BSH2%UPI000E92006C,3
BSH2%UPI000E9C22D0,1
BSH2%UPI000EC98B2C,1
BSH2%UPI000ECC9F84,6
BSH2%UPI000EE4CDBB,5
BSH2%UPI000EE93911,0
BSH3%UPI000156F498,4
BSH3%UPI00016547A5,1
BSH3%UPI00017EF3F1,6
BSH3%UPI0001A5F983,5
BSH3%UPI0002132A6C,3
BSH3%UPI000238BE2F,0
BSH3%UPI00033CE23D,3
BSH3%UPI00035F5DCE,4
BSH3%UPI0004DA32C0,4
BSH3%UPI00080CB216,0
BSH3%UPI00092A5378,1
BSH3%UPI0009648BEC,5
BSH3%UPI000CF406F5,2
BSH3%UPI000E3F1C35,3
BSH3%UPI000E5302B4,1
BSH3%UPI000E902C94,6
BSH3%UPI000EF23C17,3
BSH3%UPI000F9DAF5F,5
BSH4%UPI0001653940,0
BSH4%UPI0001E65842,1
BSH4%UPI0001FAB233,1
BSH4%UPI00033C4A83,3
BSH4%UPI00033DD6E6,1
BSH4%UPI000463D8BF,0
BSH4%UPI0006BEFACE,1
BSH4%UPI0006C4E127,1
BSH4%UPI000822CCAE,1
BSH4%UPI0008CBCA16,4
BSH4%UPI000B374259,0
BSH4%UPI000D27EFA9,1
BSH4%UPI000D7B199F,0
BSH4%UPI000E447F2E,6
BSH4%UPI000E54B9B5,2
BaiA%QinJ_2012__T2D-016__bin_41_fa_BDDCEIPF_01842__3alpha-hydroxy_bile_acid-CoA-ester_3-dehydrogenase_2,1
BaiA%SRR3992974_bin_8_EOPEKEED_01051__3-oxoacyl-_acyl-carrier-protein__reductase_FabG,0
BaiA%SRR5558193_bin_68_NNEAJJHP_00384__3alpha-hydroxy_bile_acid-CoA-ester_3-dehydrogenase_2,1
BaiA%bai_cluster_2%midas_uncultured_Eubacterium_73696%uncultured_Eubacterium_73696|FMDW01000013_861,1
BaiA%bai_cluster_3%midas_Clostridium_hylemonae_61789%Clostridium_hylemonae_61789|NZ_GG657759_1098,1
BaiB%CosteaPI_2017__SID713A038-11-90-0__bin_26_fa_FGHNBBEK_00429__Bile_acid-coenzyme_A_ligase,4
BaiB%MDY5565236_1_bile_acid--CoA_ligase_BaiB__Candidatus_Limivicinus_sp__,3
BaiB%bai_cluster_10%midas_Lachnoclostridium_nov_76594%Lachnoclostridium_nov_76594|ERS138182_8080_1_84_3_3065,1
BaiB%bai_cluster_2%midas_uncultured_Eubacterium_73696%uncultured_Eubacterium_73696|FMDW01000013_871,1
BaiCD%CosteaPI_2017__SID713A014-11-0-0__bin_55_fa_OLFEPFFO_00187__NADH_oxidase,3
BaiCD%MCI8583944_1_FAD-dependent_oxidoreductase__Dorea_sp__,4
BaiCD%MEI3381486_1_FAD-dependent_oxidoreductase__Dorea_sp__,1
BaiCD%RaymondF_2016__P21E7__bin_22_fa_DDJCLBHB_00368__NADH_oxidase,1
BaiCD%SRR5580120_bin_52_JEIALLOE_00740__Metal_reductase,4
BaiCD%XieH_2016__YSZC12003_35390__bin_5_fa_PIKIEFGP_00577__NADH_oxidase,4
BaiCD%bai_cluster_1%midas_Clostridium_hiranonis_61655%Clostridium_hiranonis_61655|NZ_DS995354_290,1
BaiCD%bai_cluster_10%midas_Lachnoclostridium_nov_76594%Lachnoclostridium_nov_76594|ERS138182_8080_1_84_3_3076,1
BaiCD%bai_cluster_11%midas_Romboutsia_sp_25236%Romboutsia_sp_25236|FJTZ01000011_2937,0
BaiE%FengQ_2015__SID531416__bin_49_fa_CEDOFBAM_00064__Bile_acid_7-alpha_dehydratase,1
BaiE%LiJ_2017__H3M515915__bin_8_fa_COLEEGFP_01274__Bile_acid_7-alpha_dehydratase,5
BaiE%MCI8938768_1_nuclear_transport_factor_2_family_protein__Dorea_sp__,0
BaiE%bai_cluster_10%midas_Lachnoclostridium_nov_76594%Lachnoclostridium_nov_76594|ERS138182_8080_1_84_3_3079,1
BaiE%bai_cluster_2%midas_uncultured_Eubacterium_73696%uncultured_Eubacterium_73696|FMDW01000013_166,1
BaiE%fig|1950888_3_peg_203|__Bile_acid_7-alpha_dehydratase_(EC_4_2_1_106)_(BA7_alpha_dehydratase)_(Bile_acid-inducible_operon_protein_E)____Clostridiales_bacterium_UBA4701_|_1950888_3_,1
BaiF%ERR688512_bin_36_KMFCMBJN_00514__Bile_acid-CoA_transferase,1
BaiF%KarlssonFH_2013__S54__bin_27_fa_BBGPADBL_00031__Bile_acid-CoA_transferase,5
BaiF%LiJ_2014__MH0358__bin_56_fa_NPCPOAJM_00305__Bile_acid-CoA_transferase,1
BaiF%LiJ_2014__V1_FI37__bin_39_fa_IHFOFLIJ_00762__L-carnitine_CoA-transferase,0
BaiF%Obregon-TitoAJ_2015__NO11__bin_28_fa_ODBMCAMJ_01956__Bile_acid-CoA_transferase,2
BaiF%RaymondF_2016__P21E7__bin_22_fa_DDJCLBHB_00373__Bile_acid-CoA_transferase,5
BaiF%SRR4783510_bin_28_GHBMCCFK_00008__L-carnitine_CoA-transferase,1
BaiF%SRR5127813_bin_22_DKEDJIEF_00985__Bile_acid-CoA_transferase,4
BaiF%VogtmannE_2016__MMRS44587603ST-27-0-0__bin_19_fa_ANDGAOCL_00015__Bile_acid-CoA_transferase,0
BaiF%bai_cluster_17%midas_Proteocatella_sphenisci_59007%Proteocatella_sphenisci_59007|AUID01000012_911,4
BaiF%bai_cluster_2%midas_uncultured_Eubacterium_73696%uncultured_Eubacterium_73696|FMDW01000013_892,1
BaiF%bai_cluster_3%midas_Clostridium_hylemonae_61789%Dorea_sp_89094|KQ236743_10986,1
BaiF%bai_cluster_3%midas_Clostridium_hylemonae_61789%Dorea_sp_89094|KQ236743_13110,1
BaiF%fig|1950825_3_peg_1464|__L-carnitine_dehydratase_(EC_4_2_1_89)____Clostridiales_bacterium_UBA1701_|_1950825_3_,1
BaiG%LeChatelierE_2013__MH0251__bin_10_fa_BOBEKBFD_00006__Multidrug_resistance_protein_3,0
BaiG%MBE6987074_1_MFS_transporter__Oscillospiraceae_bacterium_,4
BaiG%MBR4017991_1_MFS_transporter__Clostridia_bacterium_,3
BaiG%MDY4488523_1_MFS_transporter__Candidatus_Limivicinus_sp__,1
BaiG%MEE1256339_1_MFS_transporter__Lachnospiraceae_bacterium_,0
BaiG%bai_cluster_10%midas_Lachnoclostridium_nov_76594%Lachnoclostridium_nov_76594|ERS138182_8080_1_84_3_3097,1
BaiH%ERR1018252_bin_5_JFGOJLKC_00141__NADH_oxidase,0
BaiH%LiJ_2014__MH0370__bin_37_fa_CDDPILMH_00099__NADH_oxidase,4
BaiH%MEE0204071_1_FAD-dependent_oxidoreductase__Oscillospiraceae_bacterium_,3
BaiH%MFR3389927_1_7-beta-dihydroxy-3-oxo-5-beta-cholanoyl-CoA_4-oxidoreductase_BaiH___Clostridium__scindens_,1
BaiH%Obregon-TitoAJ_2015__NO11__bin_28_fa_ODBMCAMJ_01962__NADH_oxidase,1
BaiH%SRR5558156_bin_44_CPDFCOML_01071__NADH_oxidase,1
BaiH%bai_cluster_1%midas_Clostridium_hiranonis_61655%Clostridium_hiranonis_61655|NZ_DS995354_308,1
BaiH%bai_cluster_11%midas_Romboutsia_sp_25236%Romboutsia_sp_25236|FJTZ01000011_310,3
BaiH%bai_cluster_17%midas_Proteocatella_sphenisci_59007%Proteocatella_sphenisci_59007|AUID01000012_928,2
BaiH%bai_cluster_2%midas_uncultured_Eubacterium_73696%uncultured_Eubacterium_73696|FMDW01000013_836,1
BaiH%bai_cluster_3%midas_Clostridium_hylemonae_61789%Clostridium_hylemonae_61789|NZ_GG657759_22762,1
BaiI%LiJ_2014__V1_FI04__bin_94_fa_MJMNNJHI_00331__hypothetical_protein,0
BaiI%QinJ_2012__CON-070__bin_41_fa_AAAKDJOM_00400__hypothetical_protein,1
BaiI%WP_279004450_1_nuclear_transport_factor_2_family_protein__partial___Clostridium__scindens_,3
BaiI%bai_cluster_2%midas_uncultured_Eubacterium_73696%uncultured_Eubacterium_73696|FMDW01000003_2059,1
