Family,3oxoDCA,3oxoLCA,7oxoDCA,CA,CDCA,DCA,GCA,GCDCA,GDCA,GLCA,GUDCA,LCA,TCA,TCDCA,TDCA,TLCA,TUDCA,UDCA,isoUDCA
BSH2%UPI0006C1ADDE,-0.9044408,-0.672924,0.55008405,0.47224617,0.31835112,0.266865,1.0,-0.15822044,-0.5552801,-1.0,0.31582034,0.08564869,1.0,1.0,-0.57532203,-1.0,0.65549314,-0.14202444,0.0679163
BSH2%UPI0006C28698,0.3493306,0.90023154,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,-1.0,-0.82889545,1.0,1.0,-0.24109991,-0.07158722,-0.72353137
BSH2%UPI0006C45BC8,1.0,-0.3052477,0.8835026,0.8578297,-0.34211698,-0.29475126,-0.24418584,-0.029771503,-0.1928957,0.25789618,0.82684433,-0.0465651,-0.42856935,-1.0,-1.0,0.15091753,-0.1389394,1.0,1.0
BSH2%UPI0006C4A6B6,-1.0,-0.6274982,0.49056146,0.6509292,0.3059479,-1.0,1.0,1.0,0.5965601,-0.96194977,1.0,-0.56194687,1.0,1.0,-0.5765381,-1.0,-1.0,1.0,0.48529163
BSH2%UPI0006C706B0,-1.0,-0.60691327,-0.65706605,-0.7218943,-1.0,-0.18533562,-0.20210983,0.5085772,0.28892666,0.749297,0.01661952,-0.34488082,0.39634895,0.8971918,1.0,1.0,0.42106643,-1.0,-0.6331122
BSH2%UPI0006CAB5AD,-0.592652,1.0,-1.0,-1.0,-1.0,-0.6378793,-1.0,-1.0,-0.7480713,1.0,0.077602066,0.51649004,0.08168273,0.18228701,1.0,1.0,1.0,-0.62138575,-0.41332215
BSH2%UPI0006CABDF6,-1.0,0.511422,0.21274063,0.38421738,0.7051589,-0.52927834,-0.21470912,-0.13553417,0.66045386,-0.98170996,-1.0,0.16164783,0.35494626,0.9747545,0.9451066,0.10635826,-0.5320191,-1.0,-0.49197885
BSH2%UPI0006CABE2C,1.0,0.6774416,0.5908738,1.0,0.8038932,0.3941389,-1.0,-1.0,-0.41106346,0.26967797,0.4628041,0.37415043,-1.0,-1.0,-1.0,-1.0,-0.751436,1.0,1.0
BSH2%UPI00082051E1,-1.0,-1.0,-0.19649161,0.93810123,1.0,-0.9913789,1.0,0.90390605,-0.33324936,-0.25895354,0.8519626,-1.0,1.0,0.60409975,0.50013757,0.2583748,1.0,-0.5738435,-0.7670663
BSH2%UPI000820857A,-0.89553124,1.0,-0.8418942,-0.2533904,-1.0,1.0,-0.8485287,-1.0,1.0,1.0,-1.0,1.0,-0.31878102,-0.22071853,1.0,1.0,-1.0,-1.0,-1.0
BSH2%UPI000820B778,0.76630735,-0.05838859,-0.87378526,-0.56714696,0.11270642,-0.06011965,-0.2989938,0.2429209,0.8682861,1.0,0.78568774,0.09158653,-1.0,-1.0,-0.505247,0.41225103,-0.5938961,0.89165324,0.37377965
BSH2%UPI000821232B,0.86728656,0.5860836,0.3250152,0.016768342,0.4559256,-0.15931186,-0.8111495,0.067130215,-0.9061662,1.0,0.35228363,-0.37913665,-0.5457646,-0.08987915,-1.0,-1.0,1.0,0.9703782,1.0
BSH2%UPI0008219BA0,-1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,0.19387273,-1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,1.0
BSH2%UPI0008222B5A,-0.5414963,-1.0,1.0,1.0,1.0,-1.0,1.0,1.0,-0.023729281,-1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,0.9629287,0.2050183,0.62232786
BSH2%UPI00082257EE,0.48686,1.0,-0.8279153,0.1330723,0.30788812,0.97578645,-0.68738365,-1.0,0.62322956,0.03591535,-1.0,1.0,-0.5755484,-1.0,0.8918888,-0.0099267475,-0.93448657,-0.012547333,-0.5779987
BSH2%UPI00082332C0,1.0,0.92028236,1.0,1.0,0.087298475,0.39143553,-0.70105207,-0.5881401,-0.057831742,-0.6274217,0.84813994,0.21926618,-1.0,-1.0,-1.0,-1.0,-0.23564033,1.0,1.0
BSH2%UPI000960BD65,-0.17901929,0.33757696,0.33856407,-0.53841215,-0.7432753,0.76414925,0.8324685,0.041419484,-0.6270185,-0.86087537,-1.0,0.6452014,0.90051854,0.9105833,-0.41501886,0.7111003,0.43123153,-0.24385704,-0.8824301
BSH2%UPI000965B48B,-1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,-0.16898984,1.0
BSH2%UPI00096829BD,1.0,1.0,0.41084412,-0.60519916,1.0,1.0,-1.0,-1.0,-1.0,1.0,0.42610174,1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,1.0
BSH2%UPI000D1261F9,-0.29610813,0.19206436,-1.0,-1.0,-0.63537604,0.34395194,0.09909019,-0.5344743,1.0,1.0,-0.5251787,0.14443006,-0.04499494,0.27652058,1.0,1.0,-0.6574517,-1.0,-1.0
BSH2%UPI000E40484B,-1.0,-0.57503724,-1.0,-0.59831995,-0.025644137,0.58278596,-1.0,-1.0,0.41831052,0.8627966,-0.027685283,0.3464949,-0.42860517,-0.11741241,1.0,1.0,0.6281405,-0.14837843,-0.26635456
BSH2%UPI000E4418E2,1.0,0.5426799,-1.0,-0.9267433,-0.5559378,-0.37712842,0.19685526,0.23537509,0.63265765,0.95272744,-0.438696,0.12161055,0.562987,-0.268389,-0.032871373,-1.0,-0.19308002,0.5435915,0.09469436
BSH2%UPI000E4BF981,1.0,0.66742986,0.8120327,1.0,0.7676499,0.02084007,-1.0,-1.0,0.36878344,0.2720407,-0.8480196,0.1936256,-0.7215318,-1.0,-0.7035466,-0.5388696,0.18804617,1.0,0.6001109
BSH2%UPI000E4E4D64,-1.0,-0.59223413,-0.73420465,-0.84738225,-0.2635703,-1.0,1.0,1.0,0.32813618,0.5860134,1.0,-0.9758138,0.57814443,1.0,-0.88407314,-0.11321068,1.0,-1.0,-0.73457295
BSH2%UPI000E53DAEE,-1.0,-0.7836083,0.25589365,0.71847284,1.0,-0.7435396,-0.24754348,1.0,1.0,1.0,-0.1686846,-1.0,0.2065027,0.037087496,1.0,-0.46834803,-0.66329354,-1.0,-1.0
BSH2%UPI000E7D8CB5,-1.0,0.3235898,-0.96240675,-1.0,-1.0,0.704564,-0.43222338,0.6628722,1.0,1.0,0.6783138,1.0,-1.0,-1.0,-0.16305631,1.0,-1.0,-0.5243002,-0.3614673
BSH2%UPI000E80FD85,1.0,1.0,-0.8059961,-1.0,-0.9601463,1.0,-1.0,-1.0,0.8186806,1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,-0.103343904
BSH2%UPI000E92006C,1.0,0.25933456,1.0,0.9185116,1.0,0.21909761,0.02831435,0.5160518,1.0,1.0,-1.0,0.28329283,-0.7978167,-0.27493408,-1.0,-1.0,-1.0,1.0,1.0
BSH2%UPI000EC98B2C,1.0,-0.30689752,1.0,0.4760023,1.0,0.070268266,-0.038723692,-0.34629798,-1.0,-1.0,1.0,-0.27261037,-0.8877996,-0.15553299,-1.0,-1.0,0.73530555,1.0,1.0
BSH2%UPI000ECC9F84,0.19718423,0.4407103,-0.36659065,-0.5139006,0.102184,0.9847559,-0.73859596,-0.24291466,0.054216914,0.34475303,-1.0,0.6717642,-1.0,-1.0,0.86016124,1.0,0.4299145,1.0,0.30720696
BSH2%UPI000EE4CDBB,0.20783067,0.031526722,0.10438916,0.6181767,0.45517996,0.031610567,1.0,-0.14856136,0.39825112,-0.82606214,-1.0,0.16041802,0.53301257,0.16454624,-0.17153066,-0.4285791,0.10258459,-0.36772603,0.09834214
BSH3%UPI000156F498,-0.06711417,-0.6800662,1.0,1.0,1.0,-0.7213901,-0.06337752,-0.24177507,-1.0,-1.0,-0.12993176,-0.8239721,-0.12642583,0.044087574,-1.0,-0.12470103,-0.061996516,0.89791906,1.0
BSH3%UPI00016547A5,-0.65163547,-0.009419915,-0.2828552,-0.39147773,0.39140272,-0.01722499,0.60922176,0.9663876,1.0,-0.31873682,0.43641683,-0.25614572,0.36294243,0.7605171,-0.006855298,-0.70179695,-0.29521552,-0.5274294,-1.0
BSH3%UPI00017EF3F1,-0.40079245,0.84645826,-0.1992144,-1.0,-0.78834003,-1.0,-1.0,-0.69291395,-0.894897,-0.30245984,1.0,0.6349813,-0.77591634,-0.6290346,0.52744585,0.33433577,0.55365384,0.8331427,1.0
BSH3%UPI0001A5F983,-1.0,-1.0,-0.814474,-0.0391582,-0.72511023,-0.67412627,1.0,1.0,0.65837044,-0.3940893,0.78064644,-0.524894,1.0,1.0,1.0,0.14073895,0.58799374,-1.0,-1.0
BSH3%UPI0002132A6C,-1.0,-1.0,0.5216698,-1.0,0.05044335,-1.0,-0.47045308,0.8945711,-0.83542174,-0.24892971,1.0,-1.0,1.0,0.76730055,1.0,1.0,1.0,-1.0,-0.9021805
