Sample,PRISM.7122,PRISM.7147,PRISM.7150,PRISM.7153,PRISM.7184,PRISM.7238,PRISM.7406,PRISM.7408,PRISM.7421,PRISM.7445,PRISM.7486,PRISM.7496,PRISM.7506,PRISM.7547,PRISM.7658,PRISM.7662,PRISM.7744,PRISM.7759,PRISM.7762,PRISM.7776,PRISM.7791,PRISM.7843,PRISM.7847,PRISM.7852,PRISM.7855,PRISM.7858,PRISM.7860,PRISM.7861,PRISM.7862,PRISM.7870,PRISM.7874,PRISM.7875,PRISM.7879,PRISM.7897,PRISM.7899,PRISM.7904,PRISM.7906,PRISM.7908,PRISM.7909,PRISM.7910,PRISM.7911,PRISM.7912,PRISM.7938,PRISM.7941,PRISM.7947,PRISM.7948,PRISM.7955,PRISM.7971,PRISM.7989,PRISM.8095,PRISM.8096,PRISM.8101,PRISM.8106,PRISM.8129,PRISM.8226,PRISM.8244,PRISM.8264,PRISM.8275,PRISM.8283,PRISM.8332,PRISM.8336,PRISM.8361,PRISM.8374,PRISM.8377,PRISM.8406,PRISM.8441,PRISM.8444,PRISM.8447,PRISM.8458,PRISM.8462,PRISM.8464,PRISM.8466,PRISM.8467,PRISM.8475,PRISM.8483,PRISM.8485,PRISM.8496,PRISM.8503,PRISM.8511,PRISM.8513,PRISM.8515,PRISM.8523,PRISM.8534,PRISM.8537,PRISM.8550,PRISM.8564,PRISM.8565,PRISM.8573,PRISM.8577,PRISM.8589,PRISM.8591,PRISM.8592,PRISM.8605,PRISM.8624,PRISM.8628,PRISM.8629,PRISM.8667,PRISM.8675,PRISM.8683,PRISM.8692,PRISM.8696,PRISM.8728,PRISM.8734,PRISM.8735,PRISM.8746,PRISM.8749,PRISM.8753,PRISM.8754,PRISM.8758,PRISM.8764,PRISM.8765,PRISM.8774,PRISM.8776,PRISM.8778,PRISM.8783,PRISM.8784,PRISM.8785,PRISM.8788,PRISM.8789,PRISM.8794,PRISM.8795,PRISM.8800,PRISM.8802,PRISM.8803,PRISM.8805,PRISM.8806,PRISM.8807,PRISM.8809,PRISM.8815,PRISM.8841,PRISM.8843,PRISM.8844,PRISM.8846,PRISM.8847,PRISM.8849,PRISM.8878,PRISM.8882,PRISM.8892,PRISM.8894,PRISM.8898,PRISM.8924,PRISM.8932,PRISM.8982,PRISM.8998,PRISM.9010,PRISM.9018,PRISM.9030,PRISM.9033,PRISM.9074,PRISM.9079,PRISM.9126,PRISM.9148,Validation.LLDeep_0001,Validation.LLDeep_0003,Validation.LLDeep_0010,Validation.LLDeep_0011,Validation.LLDeep_0012,Validation.LLDeep_0015,Validation.LLDeep_0018,Validation.LLDeep_0021,Validation.LLDeep_0022,Validation.LLDeep_0024,Validation.LLDeep_0026,Validation.LLDeep_0027,Validation.LLDeep_0028,Validation.LLDeep_0029,Validation.LLDeep_0030,Validation.LLDeep_0033,Validation.LLDeep_0034,Validation.LLDeep_0037,Validation.LLDeep_0039,Validation.LLDeep_0043,Validation.LLDeep_0047,Validation.LLDeep_0052,Validation.UMCG0333264,Validation.UMCG1180653,Validation.UMCG1576297,Validation.UMCG1705352,Validation.UMCG1708847,Validation.UMCG2023308,Validation.UMCG2136686,Validation.UMCG2739287,Validation.UMCG2788516,Validation.UMCG3243705,Validation.UMCG3299495,Validation.UMCG3321127,Validation.UMCG3595094,Validation.UMCG3748218,Validation.UMCG4000898,Validation.UMCG4081271,Validation.UMCG4268471,Validation.UMCG4722506,Validation.UMCG4789724,Validation.UMCG4851027,Validation.UMCG5113553,Validation.UMCG5308346,Validation.UMCG5437940,Validation.UMCG5613882,Validation.UMCG5792346,Validation.UMCG5921444,Validation.UMCG6047689,Validation.UMCG6054655,Validation.UMCG6262744,Validation.UMCG6628208,Validation.UMCG6720116,Validation.UMCG6738619,Validation.UMCG6868484,Validation.UMCG6966873,Validation.UMCG7115152,Validation.UMCG7198526,Validation.UMCG7563651,Validation.UMCG8089650,Validation.UMCG8255148,Validation.UMCG8438880,Validation.UMCG9119812,Validation.UMCG9189151,Validation.UMCG9830707
C18-neg_Cluster_0348: NA,0,27.0244,10443.4,0,56.4445,0,0,0,0,0,0,0,258.273,0,130.496,0,0,0,0,0,0,0,1314.87,2873.46,0,49.8633,7272.65,6528.08,4363.34,8487.62,0,0,0,1926.87,4435.54,8447.51,0,0,12.6358,851.778,1708.85,7959.49,0,0,0,0,2020.41,0,0,0,0,320.551,0,0,0,1795.84,0,0,4511.45,2866.67,0,2003.54,0,29.8693,0,0,0,108.13,0,17.6681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5285.51,6333.69,0,0,0,0,22.8532,0,0,0,0,0,97.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,650.691,55.604,44.4198,0,0,0,0,2833.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6209.24,0,0,0,30.3412,0,0,895.03,0,0,24.991,417.811,0,0,0,0,2525.83,9188.79,14.3628,0,12016.2,40.3152,3380.62,283.381,124.317,4670.93,20.312,0,587.547,0,90.156,512.244,0,12471.8,26.6628,0,0,19.3944,0,0,10658.5,0,0,0,0,3030.74,0,0,3944.32,8998.04,0,52.1041,37.2263,0,0,2770.44,0,0,0,0,0,0,0,6727.09,87.9939,9.16927,0,6461.44,0,5381.76,0,0,669.67,1438.25,0,3220.88,1404.88
C18-neg_Cluster_0349: NA,121.258,85.0784,423.165,26.7274,754.341,0,129.87,41.3239,89.1681,9.51886,75.686,94.6862,69.8755,25.9046,363.211,397.579,440.154,135.972,52.3183,29.5072,78.7005,25.1628,417.272,55.8419,522.484,196.396,223.318,313.742,273.844,255.662,235.185,18.1731,489.698,315.519,146.983,211.571,192.458,61.7642,741.005,258.221,712.458,480.823,16.0831,39.1324,23.6057,68.6755,861.605,116.145,16.0754,46.1103,47.0551,163.365,150.719,30.6883,0,231.495,19.1842,58.8977,44.033,513.739,0,50.2249,40.6722,58.4148,187.267,522.528,98.8607,195.653,137.368,30.3807,123.882,38.4561,347.811,399.443,83.9846,172.156,28.5662,150.531,70.0321,347.284,224.429,0,0,15.3806,0,19.6633,48.8656,109.806,144.991,510.9,43.0019,25.428,0,230.328,22.3208,0,89.8064,38.7811,21.6597,106.133,56.9824,617.945,30.0651,126.982,0,0,21.5446,346.601,0,174.287,611.617,158.424,33.4088,44.8571,21.552,402.6,123.107,109.527,221.27,305.895,94.6546,21.1528,205.736,333.052,37.5382,17.9711,47.6853,29.4957,0,18.1116,23.7061,0,138.257,190.191,28.6935,54.2821,0,175.117,401.1,140.615,1078.19,0,41.3895,132.795,165.55,0,37.1199,0,0,130.951,63.4093,157.473,427.641,335.368,472.95,112.585,210.743,427.733,435.295,86.1379,256.463,380.623,132.861,79.7159,52.8839,124.347,161.685,208.076,252.32,295.603,83.1075,94.435,256.486,152.503,24.0136,38.9965,0,0,290.433,39.6106,70.9282,363.614,0,227.486,28.6326,37.2346,73.2414,21.209,462.875,44.775,209.134,59.6639,0,0,149.07,11.6653,14.4231,83.939,134.749,724.672,20.3122,46.0322,317.748,275.044,41.2705,84.2225,2023.9,0,21.2561,44.1928,37.7908,7.97825,27.5493,239.638,187.886,162.46,201.508
C18-neg_Cluster_0350: NA,198.661,87.515,405.782,87.5046,450.876,0,224.759,73.411,51.3658,83.6249,25.6487,185.141,248.731,18.4974,272.76,652.98,598.984,810.942,152.968,15.6655,66.9183,11.9441,577.594,511.891,1301.19,279.947,423.356,222.194,319.738,318.589,444.664,76.1329,1159.75,911.995,158.399,363.111,97.3285,36.5666,3789.17,247.583,847.052,399.591,12.3187,47.9839,15.5435,37.7533,850.039,85.2596,0,55.3192,24.6981,191.305,84.9683,109.223,0,408.539,29.7267,47.4008,56.3317,532.495,0,62.1029,48.4916,53.6539,222.465,554.1,142.371,135.801,289.784,18.0366,140.977,23.3727,612.423,747.766,33.4965,81.2758,40.9034,619.781,129.185,417.255,89.9751,0,0,8.0667,0,11.8416,28.1811,217.556,239.265,771.46,42.5651,36.4047,0,191.156,30.4784,0,449.629,28.6925,11.1946,69.5136,116.396,527.558,31.3182,74.5001,0,0,38.6142,1190.73,0,148.922,1060.54,571.304,12.9685,41.049,15.0729,374.823,80.7446,257.515,564.685,515.712,60.8305,13.4149,177.287,524.204,22.3449,0,21.4017,9.58802,0,12.1793,20.1407,0,34.2648,300.716,63.9597,21.5223,0,76.8613,261.801,58.1616,1440.39,0,137.391,113.491,471.101,26.185,51.0185,0,0,258.957,88.5813,144.312,344.797,799.236,710.811,127.501,149.054,3510.31,781.081,128.827,399.288,1684.74,187.137,83.2107,49.481,102.203,113.695,267.326,545.266,330.371,58.4093,79.3262,390.594,680.842,56.6229,52.281,0,14.9397,448.332,36.3955,106.946,650.226,24.2641,703.406,29.7922,38.7537,48.3888,24.2766,784.297,85.1421,120.483,77.9589,0,0,149.453,14.7051,34.9108,298.821,111.143,2919.63,21.1667,34.1923,419.672,379.617,43.4338,329.514,3143.64,34.7283,10.9986,68.6577,64.4024,0,25.922,183.24,595.761,156.554,135.175
C18-neg_Cluster_0351: eicosapentaenoic acid,3367.09,62.9966,90.27,356.309,179.322,134.089,454.992,16.7903,52.9117,40.8228,297.213,150.982,398.732,51.655,51.7657,14.7532,32.1662,307.274,145.526,128.467,45.6547,1808.32,136.541,3209.47,89.0284,120.748,33.2015,16.3386,38.0949,26.5522,60.203,732.067,26.9679,179.085,56.4123,0,521.041,753.256,17.775,133.831,56.5585,24.0505,265.323,50.6836,219.172,199.446,175.601,144.231,62.2776,336.021,1240.84,39.4792,2996.99,1475.22,4072.39,88.2561,232.849,992.457,47.8321,314.829,3783.93,54.7611,55.1797,22.4684,102.383,53.119,140.251,81.0637,14.9206,5628.02,42.9537,327.293,2178.46,257.664,115.465,27.4001,202.945,0,2221.92,605.144,109.407,1141.14,746.939,37.4631,616.665,11.8282,2204.63,131.507,129.332,186.097,1776.17,73.4779,902.818,56.3742,92.6295,1513.39,27.3662,95.5116,2891.32,26.742,682.479,63.5414,82.6984,217.329,2033.62,42.7379,332.15,66.0822,8946.02,76.1433,193.007,84.4532,26.1126,91.8687,309.538,35.1034,67.4534,63.699,12.2638,2492.35,33.6504,71.0502,154.291,17.058,3332.67,981.931,118.728,78.6422,275.823,172.501,65.0506,310.637,44.1543,182.564,151.566,403.515,495.038,69.4758,73.062,475.035,13.2942,250.505,47.1855,174.153,52.1459,4607.83,106.168,32.6919,83.0269,163.578,2559.46,37.8949,191.969,241.079,16.9474,173.701,35.2577,87.9695,42.0951,108.9,279.48,108.804,204.042,103.672,176.973,31.8078,671.775,39.0914,71.5522,26.4108,216.42,72.7052,59.0116,88.3559,82.6906,115.495,919.754,262.244,130.371,122.941,87.8439,53.567,84.0069,59.0079,2926.09,35.5237,76.4534,561.365,264.438,133.099,754.385,48.0754,26952.3,295.498,305.899,24.2516,32.7778,303.624,60.0179,24.2222,92.8142,74.6361,2000.6,33.5359,88.0526,81.6831,51.6967,217.59,149.804,162.198,445.584,3071.77,157.273,580.798,929.372,126.12,110.44
C18-neg_Cluster_0352: NA,725.957,752.678,315.111,2398.61,470.764,335.812,99.5651,221.261,77.0118,254.819,248.934,89.5886,1184.46,180.535,411.239,197.51,74.6588,57.2706,226.584,62.2044,420.968,492.672,330.528,81.1976,1959.32,184.438,78.819,119.615,262.676,32.9076,97.3242,323.619,212.219,186.842,178.431,47.5933,893.909,193.622,51.3697,116.561,224.812,419.675,198.021,321.046,1201.77,121.523,186.144,196.009,113.103,293.181,86.2698,662.301,77.9166,200.839,416.343,1722.5,558.16,272.054,924.323,883.684,290.294,46.1894,68.3498,282.945,355.178,119.658,222.212,208.284,100.601,252.941,75.647,257.547,187.07,370.156,161.399,203.401,84.8964,330.095,145.594,188.873,66.1792,236.415,1878.66,247.059,174.84,33.6451,216.111,120.685,380.036,166.098,299.268,266.543,144.613,140.773,609.773,85.518,118.24,140.188,2199.33,1967.14,1206.91,1078.54,426.26,1279.42,297.411,1794.09,1357.77,1289.42,460.528,1521.96,783.249,2006.59,1533.4,780.72,523.442,1650.14,796.831,191.139,290.192,197.712,810.629,445.782,1366.27,1455.68,205.73,493.174,393.195,327.669,158.345,28.9479,1665.12,803.945,608.915,303.878,112.101,2505.26,123.952,145.597,1281.57,517.771,922.607,292.014,1710.67,373.633,402.597,200.551,1037.35,1398.71,291.941,0,561.466,231.842,732.746,320.478,308.599,387.907,241.207,307.013,89.2148,184.116,217.816,203.485,612.093,287.232,326.229,428.763,129.219,116.707,151.069,424.013,138.185,117.235,893.679,234.525,421.519,372.376,1992.46,1403.34,222.2,51.8745,186.717,468.071,154.952,259.154,398.905,335.032,195.489,366.598,275.836,207.789,368.774,155.014,681.582,106.389,482.905,58.3791,141.429,12.2845,233.244,183.636,201.676,376.323,812.272,140.353,304.099,587.502,373.118,407.406,129.468,72.9454,1128.5,1669.86,406.264,300.469,722.627,826.063,334.318
C18-neg_Cluster_0353: NA,196.145,41.6022,314.703,53.8866,100.828,0,0,46.7862,46.3526,12.4372,59.9352,102.693,49.5562,80.841,228.026,38.3753,14.6129,89.0351,0,165.741,541.569,11.2683,140.441,18.2437,35.2107,136.853,215.237,32.5666,46.6646,265.446,230.367,53.2171,0,189.076,75.6038,124.175,13.4373,124.802,51.4047,35.4707,85.8966,23.5647,23.756,101.871,19.9177,0,26.9229,0,60.7265,27.2101,22.3687,77.6167,33.8496,21.9606,44.5085,116.97,0,101.714,20.6622,98.5693,0,42.6504,39.4018,119.435,124.079,13.9166,69.7938,53.7377,187.753,40.0857,234.463,387.695,95.9904,144.39,18.76,71.0418,55.9729,40.9732,61.247,24.5423,60.8989,0,0,15.3923,0,32.0886,0,14.5279,509.315,12.5326,32.2235,135.584,0,53.15,89.0634,0,34.8952,318.898,15.2707,135.909,521.58,0,181.797,28.2616,0,16.0402,88.1902,19.6786,0,30.7325,31.9083,21.3349,9.25199,35.9355,144.612,16.3333,53.7233,147.761,26.7134,298.857,295.42,290.163,14.2189,48.4879,0,0,93.4848,49.6173,141.949,84.3359,16.6441,17.6239,47.957,92.8953,20.4597,177.581,95.0961,37.6236,70.2659,26.0995,91.1367,211.994,20.6473,55.6586,104.072,129.644,112.171,56.5169,31.8411,140.413,201.015,31.0482,15.6815,76.1466,48.5317,49.7078,87.1078,19.7816,17.3401,46.4738,38.4345,0,105.533,61.5662,34.25,124.7,0,13.3448,52.7949,21.4609,42.4689,12.6904,13.4961,13.0291,32.4123,70.3031,11.6635,28.819,14.4992,121.983,0,69.0589,83.6187,24.9056,0,112.984,47.6845,60.4524,23.7922,44.1481,0,77.4397,13.6206,65.248,94.1199,26.611,9.62047,62.6925,130.299,374.572,49.2571,0,96.9605,24.1135,21.2415,43.0008,31.1187,21.0239,17.4195,143.165,0,0,171.993,143.58,92.8972,59.0335,75.7185
C18-neg_Cluster_0354: arachidonic acid,2755.37,237.613,6237.37,692.37,2314.71,2271.73,4525.04,494.67,893.767,660.095,10506.2,2173.1,974.876,958.88,640.39,229.73,429.322,1278.01,818.051,3080.61,408.036,5043.02,2025.24,3757.12,1048.77,1262.07,451.53,300.91,239.269,426.054,654.276,19142.6,197.265,1913.28,458.733,286.517,517.298,704.055,110.765,672.625,412.118,398.127,2715.26,1149.14,3724.39,2421.04,750.988,1228.28,1190.22,425.286,20377.7,1092.59,22746.2,10409.4,14016.7,718.712,2740.15,10948.7,602.722,1631.35,14857.7,773.51,594.809,481.381,455.241,1405.89,1344.53,634.413,188.899,13522.6,539.487,4158.73,1926.47,459.443,2059.87,962.814,1598.54,235.15,3208.24,330.133,408.826,37695.3,7458.67,648.123,9767.3,156.484,23043.3,1339.09,973.129,703.391,2978.32,1248.43,37495.8,891.214,1500.49,4439.38,210.877,623.532,14139.2,777.53,2870.9,283.539,2092.03,1155.38,4295.52,688.05,6331.7,490.98,4295.46,284.465,1665.75,2126.14,104.255,3058.62,1993.7,603.477,2111.84,737.091,282.65,6544.51,839.455,2192.28,806.797,199.747,10874.8,21330.3,1007.19,1469.38,3004.69,4016.41,2553.8,2380.68,1375.46,826.934,4997.63,9460.76,9529.74,2116.03,1094.85,11254.1,199.893,7163.11,567.14,3344.29,670.435,2164.52,786.921,861.396,2089.94,262.958,2440.72,1002.99,357.6,2061.94,278.841,1787.92,324.931,538.617,323.575,781.983,1310.45,667.869,1915.21,1363.81,1016.3,450.775,747.146,601.371,1031.22,201.058,731.363,1096.68,342.28,1084.46,1208.99,1064.38,5345.41,3032.65,492.403,2113.75,682.072,509.477,558.703,422.561,30983.5,256.99,391.843,12399.8,776.132,545.465,6566.21,1101.11,4209.18,3347.05,441.462,292.346,439.836,5952.06,604.258,162.459,1451.12,833.272,2836.85,350.266,1440.62,1563.28,816.108,5382.36,1931.44,601.839,2033.7,12752.7,2460.53,866.142,11116.3,786.708,1346.12
C18-neg_Cluster_0355: NA,90.9417,0,47.9066,1102.87,15970.4,8939.13,533.66,1293.96,4856.05,948.587,346.329,0,0,7775.28,150.98,0,7952.66,3965.78,6136.66,5523.59,4190.42,277.136,2971.87,548.958,101.067,7213.79,9030.41,121.977,225.664,0,151.211,327.336,23.5725,1242.79,1872.22,4007.36,129.576,1279.12,2645,183.269,3717.53,173.802,0,2220.88,1112.28,67.8049,0,19784.6,695.675,0,955.802,1295.59,411.436,636.973,0,32.9103,562.514,889.337,332.609,0,4099.47,740.96,205.726,560.096,693.903,23011,57.7772,4.84017,15263.1,232.213,12536.2,708.64,15645.7,1944.17,3896.35,1227.69,612.37,124.479,3698.98,0,235.18,651.377,2506.73,1077.36,12121.9,1236.6,0,5315.79,140.797,1230.54,984.862,8177.29,1819.85,4189.01,189.232,503.189,4324.08,663.347,1221.14,59.1838,10257.2,66.5928,0,1601.57,0,2137.18,96.3975,120.313,532.658,54.7865,66.9402,24.9602,812.517,79.1137,363.763,42.2695,369.773,0,129.783,2368.98,359.688,107.988,0,494.935,374.669,372.151,1429.15,305.189,109.073,7811.8,10.3444,6347.73,230.644,1887.98,20.3714,4242,45.4737,358.061,167.763,38.8301,0,8310.71,32.3802,0,44.5181,1152.89,2791.3,0,8123.97,1557.36,314.455,10751.2,114.733,1972.08,5749.7,337.077,10.5862,34.4451,127.122,36.7821,0,296.208,3777.73,1391.77,271.907,6864.79,413.165,105.24,32.9871,253.248,327.566,1389.11,133.998,234.703,14472.7,294.079,20.4472,7308.09,142.442,71.2072,245.819,12518.8,20.5668,0,5233.91,18165.6,1661.71,880.927,8231.03,9060.34,433.596,498.173,0,4456.21,1429.84,36.9521,163.085,2059.12,3851.99,51.7732,0,43.7634,3045.34,30.9336,4182.61,160.779,0,78.0267,202.105,22.225,2499.11,14.3118,56.6167,1412.69,201.588,604.676,165.986
C18-neg_Cluster_0356: NA,113.705,66.8693,692.911,34.2066,34.8181,0,0,90.8136,28.598,11.6547,50.2215,68.7727,23.7587,107.719,112.681,98.1393,43.9414,57.3264,12.7995,28.6662,466.066,7.04992,108.157,19.7003,115.288,40.7841,146.213,151.166,50.3092,272.029,126.851,15.9703,72.985,93.994,200.768,172.722,25.89,25.6755,241.734,117.217,58.0896,84.8305,0,122.303,46.9635,11.8745,38.5358,0,52.3175,18.9233,39.5132,84.0315,25.0995,33.884,0,81.1728,0,45.3032,92.4601,97.306,0,324.927,51.473,134.306,95.2847,103.875,116.007,107.986,103.079,24.1899,45.4525,259.165,59.4737,61.3796,6.28167,84.7908,40.5734,97.7303,182.132,76.4705,170.937,53.0456,0,17.168,0,14.9453,0,52.5574,479.341,21.7199,16.3928,54.4886,47.0267,84.0866,305.207,0,38.3978,82.5033,22.4854,145.533,107.228,51.0893,242.801,0,0,16.0654,33.5201,23.9418,0,70.6365,76.2273,34.5206,14.4493,161.73,110.156,29.2947,51.3646,118.323,71.684,86.9726,112.19,124.618,25.7145,100.89,0,0,28.1195,0,15.4098,16.6557,12.4936,17.9854,27.2769,132.551,19.7657,54.1569,67.4577,12.4153,155.992,45.6598,204.887,80.5062,88.7291,0,90.2766,39.337,23.6232,76.8361,96.7583,63.8911,111.369,323.926,54.5573,221.347,207.099,131.161,179.684,56.4163,57.8376,185.103,93.2545,28.6695,316.592,114.186,300.365,130.617,26.8368,47.4982,185.104,84.8139,161.59,31.6955,36.8635,51.5829,47.7771,62.9696,14.1418,181.815,58.1607,74.2616,53.0141,99.3972,173.727,70.4229,30.6417,128.141,111.807,254.895,100.158,149.002,0,263.882,86.3034,28.1364,186.312,79.8875,27.6209,38.456,69.4562,228.991,82.9797,27.3372,77.2227,57.7244,77.1703,75.2912,180.441,126.742,12.5183,46.7515,44.2087,0,304.311,96.4657,122.085,97.24,38.2002
C18-neg_Cluster_0357: NA,81.161,30.2561,180.982,0,0,0,0,0,0,0,9.07245,18.7285,61.7352,13.2742,0,348.264,206.749,29.2502,0,0,183.576,0,397.479,65.6619,312.409,0,60.3576,494.058,229.371,134.262,416.943,0,187.476,0,392.546,179.889,86.6383,0,186.936,245.964,0,106.337,0,9.0293,0,0,274.582,0,0,0,0,171.635,0,0,0,221.714,0,0,152.776,267.702,0,68.6352,0,90.215,0,245.449,467.583,112.376,182.183,0,0,19.1733,0,0,0,0,0,571.263,193.733,209.57,146.036,0,0,0,0,0,0,14.6895,691.025,150.196,0,0,0,0,114.074,0,0,0,0,257.398,46.4673,245.609,42.3122,0,0,0,0,156.356,0,139.568,359.298,124.228,70.1325,232.404,17.4094,136.314,219.154,264.766,100.701,38.3158,94.8506,18.1044,92.5766,78.8443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262.292,58.286,260.904,0,75.373,0,130.098,0,0,0,0,0,61.652,308.546,535.865,392.673,29.628,810.243,756.342,592.328,311.695,1026.4,519.724,232.459,26.8344,591.267,653.83,16.0886,144.383,403.448,735.664,288.354,0,189.457,211.714,369.453,0,69.2252,0,86.6405,389.568,0,30.4188,17.9773,0,38.3811,19.9552,17.9494,161.759,133.008,152.452,9.3214,0,45.5559,10.5714,0,0,10.3124,0,0,0,281.03,114.551,32.6109,0,146.548,207.757,109.505,413.947,95.6753,0,26.6989,49.7982,0,55.5038,0,0,47.4205,0
C18-neg_Cluster_0358: NA,0,23.137,0,0,0,0,0,0,0,0,0,0,47.8195,0,0,382.578,212.108,0,0,0,0,0,173.829,64.4821,226.382,0,0,563.57,205.597,0,236.883,0,221.776,0,358.463,43.4542,90.6836,0,195.722,250.632,0,109.067,0,0,0,0,298.937,0,0,0,0,35.8002,0,0,0,0,0,0,133.052,203.078,0,0,0,0,0,271.567,555.307,84.9137,0,0,0,0,0,0,0,0,0,608.66,0,189.957,0,0,0,0,0,0,0,0,37.6574,155.645,0,0,0,0,0,0,0,0,0,14.4893,0,236.582,0,0,0,0,0,153.807,0,132.045,368.801,120.365,60.1662,218.623,0,126.05,146.205,130.421,100.158,0,0,0,77.2454,34.7089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.681,12.0332,204.351,0,72.5959,0,80.6941,0,0,0,0,0,0,0,601.893,322.542,0,820.647,808.176,609.073,325.629,990.476,569.051,248.325,0,547.827,639.212,0,150.008,420.123,644.462,284.885,0,187.66,227.265,364.399,0,0,0,76.8643,455.087,0,18.7643,0,0,16.9201,0,0,115.674,0,73.9263,0,0,0,0,0,0,0,0,0,0,0,89.9235,30.3346,0,0,186.136,2.88187,405.807,67.8242,0,0,44.705,0,0,0,0,0,0
C18-neg_Cluster_0359: NA,65.2218,43.2201,477.475,24.7379,26.7322,0,0,59.4166,15.8118,7.26871,28.1855,42.3851,24.0929,67.1072,81.5254,72.5428,67.6336,37.3777,7.6872,23.0231,292.968,0,77.3792,17.6583,90.034,23.0178,112.252,132.918,52.3472,236.26,100.883,0,61.713,56.8125,147.599,121.515,18.6855,18.672,178.385,87.3446,44.7738,111.323,0,57.037,31.7914,10.1327,36.1859,0,65.725,13.7549,24.1955,78.4355,17.8846,18.2351,0,78.9051,0,28.2785,35.5755,77.2322,0,234.212,36.9184,96.8667,63.3601,81.6498,92.5114,72.393,72.5737,14.4599,28.9533,174.76,42.9295,37.6721,0,46.5253,25.5047,79.8027,162.086,58.3104,132.441,39.2587,0,21.2227,0,11.0165,0,34.7612,355.587,17.7495,15.6595,30.9791,30.1405,85.3449,173.088,0,22.2527,60.7259,17.6915,123.097,78.1575,40.6848,200.491,0,0,13.6352,21.4663,31.8873,0,49.1674,62.5816,25.1719,15.5085,135.038,80.6081,23.758,33.5684,128.793,62.4243,82.5835,80.3698,88.1351,28.9679,56.4254,0,0,19.673,0,0,15.0187,9.13423,13.255,18.5442,116.076,0,46.0974,56.6899,0,120.849,31.5386,134.308,58.7624,61.6475,0,67.208,33.0783,19.3601,53.9498,49.4595,59.6726,119.861,459.767,52.5401,128.357,131.224,130.239,114.8,64.3807,59.5122,177.991,85.4307,32.3436,236.893,91.3008,227.314,87.4702,20.3746,42.9378,112.685,64.8292,107.725,27.1896,37.4117,46.5901,33.9726,47.5297,11.7769,161.674,45.8436,48.5221,41.3753,66.9503,209.903,54.0338,26.5499,77.0612,89.6631,168.684,86.4582,120.981,0,172.986,56.3119,19.2762,137.015,47.467,18.5262,23.6247,47.1838,154.193,39.9812,22.4352,58.9792,58.0297,68.3481,61.7818,127.533,103.948,9.62105,42.0653,29.2935,0,200.597,80.0051,78.4161,77.5718,23.6929
C18-neg_Cluster_0360: NA,0,198.595,473.806,0,0,0,0,0,0,0,0,0,244.474,26.1464,0,8533.66,1876.41,0,0,0,0,0,882.559,19.9569,228.728,0,31.644,7081.41,905.031,461.009,1651.27,0,5089.93,0,2022.01,1490.22,452.003,0,4424.39,2574.55,0,3862.6,0,0,0,0,1575.83,0,0,0,0,30.1987,0,0,0,16.7583,0,0,63.0696,1660.63,0,0,0,0,0,21.6631,1862.83,24.9784,0,0,0,0,0,0,0,0,0,3887.18,0,2244.65,24.5526,0,0,0,0,0,0,0,3331.77,365.603,0,0,0,0,0,0,0,0,0,323.849,0,604.705,594.228,0,0,0,0,979.693,0,0,2108.19,1116.09,0,130.103,0,21.9666,368.66,13.7549,600.54,0,0,17.9227,415.077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1190.91,0,368.452,0,123.637,0,0,0,0,0,0,24.4635,98.6108,17.3941,0,246.833,303.033,246.334,131.862,60.3965,39.1995,80.4484,0,18.5003,741.687,0,0,33.3698,51.959,46.6067,0,0,101.035,131.22,0,0,0,57.8795,67.6964,0,0,0,0,0,0,0,314,0,0,0,0,0,0,0,0,0,0,0,0,0,8.6432,0,0,0,347.658,27.2613,1059.44,0,0,13.1526,0,0,126.137,0,0,0,0
