Family,12oxoCA,12oxoDCA,3oxoCA,3oxoCDCA,3oxoDCA,3oxoLCA,7_12oxoLCA,7oxoDCA,7oxoLCA,CA,CA_S,CDCA,DCA,GCA,GCA_S,GCDCA,GDCA,GLCA,GUDCA,HCA,LCA,TCA,TCA_S,TCDCA,TDCA,TLCA,TUDCA_2,UCA,UDCA
BaiE%LiJ_2017__H3M515915__bin_8_fa_COLEEGFP_01274__Bile_acid_7-alpha_dehydratase,-0.7971948,-1.0,-0.18441045,0.5595746,-1.0,-0.9684032,0.28645402,-0.2137242,-0.6907448,0.39626807,-1.0,0.6427945,-1.0,0.07855056,0.26201284,0.30167452,-1.0,-0.6299913,-0.5389036,-0.45846167,-1.0,0.12394524,0.4774797,0.64351,-1.0,-0.9100394,0.4477714,-0.3439378,-0.7618101
BaiE%MCI8938768_1_nuclear_transport_factor_2_family_protein__Dorea_sp__,-1.0,0.41013715,-1.0,-0.77615947,0.51114607,0.03301394,-0.81052303,-1.0,-1.0,-1.0,-1.0,-0.9533453,0.434994,-0.43715376,-0.6334297,0.43010753,0.2648647,0.06143641,-0.82623523,-1.0,0.5260804,-1.0,-0.46924838,-0.31131616,-0.69281054,-0.35944104,-0.43236673,-0.57983005,-1.0
BaiE%bai_cluster_2%midas_uncultured_Eubacterium_73696%uncultured_Eubacterium_73696|FMDW01000013_166,0.9839658,0.60836536,0.58183414,-0.105752595,0.37517735,0.4014343,0.23994641,0.50599784,0.355663,0.2966527,0.27229798,0.094895914,0.545892,0.25159287,-0.08332373,-0.72104716,0.57849795,0.35689902,0.18405034,0.46029195,0.45093533,0.44048902,-0.11779847,-0.06650791,0.84452754,0.14781152,-0.13948406,-0.07699663,0.17132789
BaiE%fig|1950888_3_peg_203|__Bile_acid_7-alpha_dehydratase_(EC_4_2_1_106)_(BA7_alpha_dehydratase)_(Bile_acid-inducible_operon_protein_E)____Clostridiales_bacterium_UBA4701_|_1950888_3_,-1.0,0.5405879,-1.0,-1.0,0.61935735,0.12840149,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.55256647,-0.3884506,-0.9942927,0.27539477,0.30176923,-0.11069481,-1.0,-1.0,0.5723863,-0.9305375,-0.71347725,0.055517778,-0.6169609,-0.5957704,-0.6122375,-0.97867256,-1.0
BaiF%ERR688512_bin_36_KMFCMBJN_00514__Bile_acid-CoA_transferase,0.6454155,-0.9021029,1.0,1.0,-0.8515779,-0.31430292,1.0,1.0,1.0,1.0,1.0,1.0,-0.7291629,0.22639807,1.0,0.15018423,-0.22359113,0.6027987,0.77533996,1.0,-0.8427394,0.77285933,1.0,-0.37618706,0.7556677,1.0,1.0,1.0,1.0
BaiF%KarlssonFH_2013__S54__bin_27_fa_BBGPADBL_00031__Bile_acid-CoA_transferase,-1.0,1.0,-1.0,-1.0,1.0,0.5467098,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.4901579,-1.0,0.47709304,0.663887,-0.39468113,-1.0,-1.0,1.0,-1.0,-1.0,-0.22084287,-1.0,-0.79594123,-1.0,-1.0,-1.0
BaiF%LiJ_2014__MH0358__bin_56_fa_NPCPOAJM_00305__Bile_acid-CoA_transferase,-1.0,1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-0.38467875,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,0.8341113,-1.0,-1.0,-1.0
BaiF%LiJ_2014__V1_FI37__bin_39_fa_IHFOFLIJ_00762__L-carnitine_CoA-transferase,-1.0,0.43274418,-1.0,-0.8727076,0.48374438,0.034327265,-0.907677,-1.0,-1.0,-1.0,-1.0,-1.0,0.3686941,-0.35810548,-0.90520155,0.32812133,0.08052476,-0.22424829,-1.0,-1.0,0.44914415,-0.9715051,-0.6396726,0.021678783,-0.9089547,-0.71692485,-0.5318219,-0.86316884,-1.0
BaiF%Obregon-TitoAJ_2015__NO11__bin_28_fa_ODBMCAMJ_01956__Bile_acid-CoA_transferase,-0.66882217,1.0,-1.0,-1.0,1.0,1.0,-1.0,-0.8754962,-0.21784277,-1.0,0.70927167,-1.0,1.0,-0.61681324,-0.68940026,-0.060468595,1.0,1.0,-0.031157093,-0.31762964,1.0,-0.88226366,-0.7234704,-0.9361758,0.9016387,0.9639094,-0.48303038,0.119591996,-0.038654342
BaiF%RaymondF_2016__P21E7__bin_22_fa_DDJCLBHB_00373__Bile_acid-CoA_transferase,-1.0,1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-0.35516974,-1.0,0.11131572,1.0,0.120674744,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-0.30001086,-0.20769107,-1.0,-1.0,-1.0
BaiF%SRR4783510_bin_28_GHBMCCFK_00008__L-carnitine_CoA-transferase,-1.0,1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-0.5814082,-1.0,0.29460835,1.0,0.060723156,-1.0,-1.0,1.0,-1.0,-1.0,-0.31090316,-0.7007062,-0.68168783,-1.0,-1.0,-1.0
BaiF%SRR5127813_bin_22_DKEDJIEF_00985__Bile_acid-CoA_transferase,0.91328675,-1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,-0.08645923,1.0,-1.0,0.5974603,1.0,-0.07626818,-1.0,-0.35264552,0.5573056,0.813347,-1.0,1.0,1.0,0.9142173,-0.18472154,-0.48447174,1.0,0.4760889,0.83176106
BaiF%bai_cluster_17%midas_Proteocatella_sphenisci_59007%Proteocatella_sphenisci_59007|AUID01000012_911,-0.04353946,-0.24524839,0.7053759,0.6422003,-0.22563444,-0.16966808,0.5881851,0.38359866,0.84649104,0.29317287,0.8055248,0.47061768,-0.20469259,0.11010744,0.9479173,0.19482172,0.11166145,0.26542056,0.39742738,0.5399442,-0.13163766,-0.016140888,0.6830099,-0.63062376,0.25374535,0.672075,0.54456514,0.5020812,0.4251852
BaiF%bai_cluster_2%midas_uncultured_Eubacterium_73696%uncultured_Eubacterium_73696|FMDW01000013_892,-1.0,1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-0.9816927,-1.0,-0.34992424,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-0.84032965,0.7403725,0.32031053,-1.0,-1.0,-1.0
BaiF%bai_cluster_3%midas_Clostridium_hylemonae_61789%Dorea_sp_89094|KQ236743_10986,0.3490043,0.29465356,0.8255042,0.39645433,0.25838023,0.4053113,0.44018936,0.7844918,1.0,0.47250402,1.0,0.38005424,0.42411223,-0.33135486,0.87073183,-0.17939156,0.5786714,0.9450818,0.32186246,0.8479107,0.2556119,0.146133,0.63703084,-0.76459706,1.0,1.0,0.533073,0.729367,0.8340305
BaiF%bai_cluster_3%midas_Clostridium_hylemonae_61789%Dorea_sp_89094|KQ236743_13110,-0.01581368,1.0,0.04161775,-0.3883893,0.989262,0.8461094,-0.05489179,0.24289198,0.30026034,-0.16617018,0.7348391,-0.44057447,1.0,-0.33952883,0.17318133,-0.22423053,1.0,1.0,-0.02493367,0.49395955,1.0,-0.29078695,-0.0688277,-0.9452785,1.0,1.0,-0.013243234,0.43810362,0.48097023
BaiF%fig|1950825_3_peg_1464|__L-carnitine_dehydratase_(EC_4_2_1_89)____Clostridiales_bacterium_UBA1701_|_1950825_3_,-1.0,1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-0.89471006,-1.0,0.2162644,1.0,0.68209827,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-0.09700479,0.05771811,-1.0,-1.0,-1.0
BaiG%LeChatelierE_2013__MH0251__bin_10_fa_BOBEKBFD_00006__Multidrug_resistance_protein_3,-1.0,0.18797646,-1.0,-0.6523468,0.25588796,-0.102490336,-0.67738515,-1.0,-1.0,-0.6660557,-1.0,-0.67625153,0.16396725,-0.023972135,-0.76737326,0.216711,-0.051119722,-0.18582815,-0.7947357,-0.8901782,0.2130711,-0.47108117,-0.58900124,0.26472676,-0.64950705,-0.6212387,-0.45063326,-0.66524315,-1.0
BaiG%MBE6987074_1_MFS_transporter__Oscillospiraceae_bacterium_,-0.67531836,1.0,-1.0,-1.0,0.990463,0.4650441,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.9829276,-0.15466216,-1.0,-0.16243736,0.2406647,-0.7371162,-0.8636815,-0.9138327,0.99350643,-0.97005117,-1.0,0.09349178,-0.5883924,-1.0,-1.0,-1.0,-0.8842075
BaiG%MBR4017991_1_MFS_transporter__Clostridia_bacterium_,1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,0.8691042,-1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,-0.77436393,1.0,1.0,1.0
BaiG%MDY4488523_1_MFS_transporter__Candidatus_Limivicinus_sp__,-1.0,1.0,-1.0,-1.0,1.0,0.55655396,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-0.56234246,-1.0,0.7800848,0.83388644,-0.21636267,-1.0,-1.0,1.0,-1.0,-1.0,-0.3557179,-1.0,-0.9053568,-1.0,-1.0,-1.0
BaiG%MEE1256339_1_MFS_transporter__Lachnospiraceae_bacterium_,0.8349722,-1.0,1.0,1.0,-1.0,-0.47121742,1.0,1.0,1.0,1.0,1.0,1.0,-0.8730848,0.1690304,1.0,-0.029243892,-0.38966814,0.6339506,0.65350014,1.0,-0.96263087,1.0,1.0,-0.26450503,0.77137154,1.0,1.0,1.0,1.0
BaiG%bai_cluster_10%midas_Lachnoclostridium_nov_76594%Lachnoclostridium_nov_76594|ERS138182_8080_1_84_3_3097,0.60634047,0.86317796,0.6019001,-0.105057076,0.8001425,0.84421086,0.20015785,0.8824614,1.0,0.41196543,1.0,-0.06644548,1.0,-0.3220996,0.5120056,-0.40498248,1.0,1.0,0.321668,0.91058946,0.83338726,0.1186632,0.20057961,-0.85606843,1.0,1.0,0.17500213,0.8015639,1.0
BaiH%LiJ_2014__MH0370__bin_37_fa_CDDPILMH_00099__NADH_oxidase,-1.0,1.0,-1.0,-1.0,1.0,0.9763988,-0.9364022,-1.0,-0.5387001,-1.0,0.14065348,-1.0,1.0,-0.4440388,-0.49726704,0.25998026,1.0,0.3715272,-0.08384736,-0.60393304,1.0,-1.0,-0.5490505,-1.0,0.20358196,0.67364526,-0.40999258,-0.122485064,-0.66472065
BaiH%MEE0204071_1_FAD-dependent_oxidoreductase__Oscillospiraceae_bacterium_,-1.0,1.0,-1.0,-1.0,1.0,0.6257113,-0.7793066,-1.0,-1.0,-1.0,-0.88525546,-1.0,1.0,-0.602037,-0.92722,0.088905975,1.0,0.56438434,-0.64827275,-0.72182804,1.0,-1.0,-0.9131411,-0.73601335,0.12227166,0.30913383,-0.55036825,-0.18722984,-0.75440645
BaiH%MFR3389927_1_7-beta-dihydroxy-3-oxo-5-beta-cholanoyl-CoA_4-oxidoreductase_BaiH___Clostridium__scindens_,0.5522496,0.41540104,0.95645905,0.2990888,0.39163628,0.55670774,0.5214569,0.9497894,1.0,0.610172,1.0,0.3166483,0.5648032,-0.24467142,0.88065684,-0.24016824,0.75787896,1.0,0.47588965,1.0,0.40930173,0.2551808,0.57509685,-0.86855125,1.0,1.0,0.5060206,0.9266638,1.0
BaiH%Obregon-TitoAJ_2015__NO11__bin_28_fa_ODBMCAMJ_01962__NADH_oxidase,-1.0,1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-0.19590223,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0
BaiH%bai_cluster_1%midas_Clostridium_hiranonis_61655%Clostridium_hiranonis_61655|NZ_DS995354_308,0.9135889,-0.66923296,1.0,1.0,-0.6202408,-0.13605183,1.0,1.0,1.0,1.0,1.0,1.0,-0.48925585,-0.31162924,1.0,-0.18774071,0.058696948,0.8820902,1.0,1.0,-0.57127625,0.7991398,1.0,-0.71246904,1.0,1.0,1.0,1.0,1.0
BaiH%bai_cluster_11%midas_Romboutsia_sp_25236%Romboutsia_sp_25236|FJTZ01000011_310,0.72878265,-0.12070934,0.98665947,0.32411358,-0.09766469,0.17059146,0.5088218,0.9488154,1.0,0.69683653,1.0,0.39397442,-0.010811109,-0.103523925,0.695801,-0.16651869,0.31124732,0.6483022,0.66034484,0.75004095,-0.07181918,0.40135816,0.5975184,-0.3462635,0.9135457,0.9374216,0.6937449,0.7567089,1.0
BaiH%bai_cluster_17%midas_Proteocatella_sphenisci_59007%Proteocatella_sphenisci_59007|AUID01000012_928,1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,0.9893035,1.0,-1.0,0.33185777,1.0,-0.43407544,-1.0,-0.40847456,0.79522806,1.0,-1.0,1.0,1.0,0.84608877,0.14104852,-0.33966848,1.0,0.77296686,1.0
BaiH%bai_cluster_2%midas_uncultured_Eubacterium_73696%uncultured_Eubacterium_73696|FMDW01000013_836,-0.33811435,1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-0.23773701,-1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,-0.79456735,-0.45760933,1.0,-0.9521506,-1.0,-0.9118519,1.0,0.8145415,-1.0,-0.6048749,-0.48986965
BaiH%bai_cluster_3%midas_Clostridium_hylemonae_61789%Clostridium_hylemonae_61789|NZ_GG657759_22762,-0.09241892,1.0,-0.10309534,-0.47971165,1.0,1.0,-0.056172945,0.0822542,0.4460032,-0.30211556,1.0,-0.7028705,1.0,-0.3736353,0.11796579,-0.11680263,1.0,1.0,0.23260137,0.26449907,1.0,-0.51300836,-0.27029368,-1.0,1.0,1.0,0.03938135,0.5921204,0.44267607
BaiI%LiJ_2014__MH0370__bin_37_fa_CDDPILMH_01838__hypothetical_protein,-1.0,0.3062726,-1.0,-0.53371966,0.29202932,0.07671326,-0.7561821,-1.0,-1.0,-1.0,-1.0,-0.8974038,0.24231848,0.41037443,-0.4158501,0.82371336,0.12928715,-0.60261047,-0.31243464,-1.0,0.4706347,-1.0,-0.5368236,-0.49084792,-1.0,-0.50372237,-0.45486185,-0.6033226,-1.0
BaiI%LiJ_2014__V1_FI04__bin_94_fa_MJMNNJHI_00331__hypothetical_protein,-1.0,-0.41424698,-0.80678713,-0.0874199,-0.32189524,-0.45275107,-0.33787173,-0.8871093,-1.0,-0.48262972,-1.0,-0.16321379,-0.42803717,0.3036837,-0.29160655,0.5363295,-0.5190695,-0.51982456,-0.47729585,-0.7452523,-0.34291732,-0.25388318,-0.090425074,0.41787443,-0.98232394,-0.7119846,0.030158503,-0.53920406,-0.9337401
BaiI%QinJ_2012__CON-070__bin_41_fa_AAAKDJOM_00400__hypothetical_protein,-1.0,1.0,-1.0,-1.0,1.0,0.6876511,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-0.53114676,-1.0,0.23679145,0.8458292,-0.04547285,-1.0,-1.0,1.0,-1.0,-1.0,-0.1163417,-0.60132194,-0.622785,-1.0,-1.0,-1.0
BaiI%WP_279004450_1_nuclear_transport_factor_2_family_protein__partial___Clostridium__scindens_,1.0,-0.43917707,1.0,1.0,-0.47891673,0.013526531,1.0,1.0,1.0,1.0,1.0,1.0,-0.27363455,0.15937561,1.0,-0.39562008,0.13084853,1.0,0.9611627,1.0,-0.49006742,1.0,1.0,-0.33407003,1.0,1.0,1.0,1.0,1.0
BaiI%bai_cluster_2%midas_uncultured_Eubacterium_73696%uncultured_Eubacterium_73696|FMDW01000003_2059,0.7003044,0.3792505,0.51868045,0.18337597,0.1557373,0.30364096,0.4029022,0.3880077,0.39095864,0.45000905,0.3491898,0.23402525,0.30448946,0.39276147,0.09823351,-0.45717528,0.36811453,0.39432645,0.18570311,0.2985544,0.30075282,0.56630635,-0.06237107,0.12029051,0.61474943,0.3266933,0.111645795,0.06077791,0.0778522
