Family,CA,CDCA,DCA,LCA,UDCA
BaiE%LiJ_2017__H3M515915__bin_8_fa_COLEEGFP_01274__Bile_acid_7-alpha_dehydratase,-0.095196806,-0.10931992,0.22481716,0.2223469,-0.52110595
BaiF%ERR688512_bin_36_KMFCMBJN_00514__Bile_acid-CoA_transferase,-0.5879892,-0.5350604,0.6974917,0.5731348,-0.42466626
BaiF%SRR5127813_bin_22_DKEDJIEF_00985__Bile_acid-CoA_transferase,-0.5113502,-0.4324768,0.4303908,0.52388775,-0.17409186
BaiG%MBR4017991_1_MFS_transporter__Clostridia_bacterium_,1.0,1.0,-1.0,-1.0,0.46016872
BaiG%bai_cluster_10%midas_Lachnoclostridium_nov_76594%Lachnoclostridium_nov_76594|ERS138182_8080_1_84_3_3097,-0.36074257,-0.37539196,0.47178078,0.3875067,-0.3388208
BaiH%MEE0204071_1_FAD-dependent_oxidoreductase__Oscillospiraceae_bacterium_,-0.2825715,-0.20294592,0.25405282,0.46546173,-0.5667384
BaiH%MFR3389927_1_7-beta-dihydroxy-3-oxo-5-beta-cholanoyl-CoA_4-oxidoreductase_BaiH___Clostridium__scindens_,-0.46338403,-0.4943352,0.5522567,0.4759914,-0.27814898
BaiH%bai_cluster_11%midas_Romboutsia_sp_25236%Romboutsia_sp_25236|FJTZ01000011_310,0.88090926,1.0,-0.685966,-0.8334792,-0.35834035
BaiH%bai_cluster_17%midas_Proteocatella_sphenisci_59007%Proteocatella_sphenisci_59007|AUID01000012_928,0.7471095,0.8426151,-0.6485394,-0.55413175,-0.5069007
BaiH%bai_cluster_2%midas_uncultured_Eubacterium_73696%uncultured_Eubacterium_73696|FMDW01000013_836,-0.6465788,-0.60068655,0.7672479,0.6640935,-0.53013897
