Sample,Run_0,Run_1,Run_2,Run_3,Run_4,Run_5,Run_6,Run_7,Run_8,Run_9,Mean
C18-neg_Cluster_1222: NA,0.7264629339947482,0.7296161633243611,0.7327553000089253,0.7290477599740696,0.7236514513075626,0.7348586272824214,0.7358592050808683,0.7348081286376641,0.7340600440630036,0.7238346556931938,0.7304954269366818
C18-neg_Cluster_1163: NA,0.739135745054656,0.7357758235976644,0.7232016610530965,0.7246485059447476,0.7269362119909619,0.7268798414107678,0.7291053049413512,0.7412097126509675,0.7279356154023215,0.7293437055200891,0.7304172127566624
C18-neg_Cluster_1599: NA,0.7299767001601865,0.7340130685795083,0.7235516284051353,0.7243690018179512,0.7293484030684386,0.7302667737707691,0.7294376564870795,0.7362256138521306,0.7275151848250399,0.7285181113976616,0.7293222142363901
C18-neg_Cluster_1204: NA,0.7301328936428078,0.7209738487483383,0.7270595226351368,0.7219204047407658,0.7296419998402834,0.7357288481141693,0.7364393523020336,0.736864480427665,0.7237571461454267,0.7253742771647477,0.7287892773761374
C18-neg_Cluster_1045: chenodeoxycholate,0.732837507105042,0.7299637819022253,0.7241482170455239,0.7184054641882403,0.7256643507753304,0.7294447028096037,0.7382326413844614,0.7394645734391222,0.7226027236385331,0.7254564842608644,0.7286220446548947
C18-neg_Cluster_1315: NA,0.7240530916914463,0.7439014078552404,0.7137478449996947,0.7283043729477586,0.727970847014943,0.7298710053223222,0.7232956120200867,0.7326155479455274,0.7148975699582389,0.746133917708348,0.7284791217463605
C18-neg_Cluster_1740: NA,0.730399479511643,0.7236584976300869,0.7174412923895019,0.721716061387562,0.7299496892571767,0.7321892454328086,0.7360107010151402,0.7355750034057226,0.7302785176416429,0.720849363717076,0.7278067851388361
C18-neg_Cluster_1116: NA,0.7240789282073687,0.731855719499993,0.7263431465118355,0.7194471455347454,0.7351263875383438,0.7201740911418331,0.7294400052612542,0.7276326235337778,0.727032511732127,0.7361046519821306,0.7277235210943409
CA,0.7356208045021304,0.7325215969785369,0.7187389901210559,0.7185287748324151,0.7245122770426115,0.7214377316478531,0.7279872884341663,0.733856875096887,0.723389562987077,0.7254787976155245,0.7262072699258256
C18-neg_Cluster_2149: NA,0.72353166382465,0.7173344231645504,0.7085770186539645,0.7194412735993087,0.7335433137445568,0.7249585441358156,0.7223619742856203,0.7343512920606737,0.7319226595639736,0.737431709390869,0.7253453872423983
C18-neg_Cluster_1602: NA,0.7260800838042626,0.7227812304758148,0.7291346646185357,0.7218687317089212,0.7107883895394994,0.7233930861483392,0.7277289232749429,0.7177172733550361,0.715235793439404,0.7327576487831001,0.7227485825147856
C18-neg_Cluster_0357: NA,0.7221094810618339,0.7154753684052293,0.7069317023445465,0.7181388783194051,0.7277218769524185,0.7267306942506706,0.7258158467096023,0.7299637819022253,0.7135000493242577,0.7401457179498021,0.7226533397219991
C18-neg_Cluster_1786: NA,0.7279661494665934,0.7239732333695044,0.7144489540908601,0.7167577991046473,0.7214682657121249,0.7252897212944565,0.7238980725959122,0.7277571085650401,0.7210642765540665,0.7237242633069801,0.7226347844060186
C18-neg_Cluster_0989: NA,0.7248857321363982,0.7237031243394073,0.727533975018438,0.7153015591162972,0.7262656369640685,0.7291687218440696,0.7255527840020295,0.7269831874744571,0.7106650788953247,0.7149245808612485,0.722498438065174
C18-neg_Cluster_0729: docosapentaenoic acid ,0.7185158565744538,0.7334247006487316,0.7237959009193102,0.7318921254997017,0.7201224181099886,0.7239274322730967,0.721642075001057,0.7117302479835773,0.7116985395322182,0.7265498386392142,0.7223299135181349
C18-neg_Cluster_1693: NA,0.7195528403726096,0.715337965116006,0.717528197033968,0.711611634887752,0.7219979142885329,0.730520441381643,0.7298193322904777,0.730399479511643,0.7217618624839697,0.718023788384842,0.7216553455751444
C18-neg_Cluster_2105: NA,0.725818195483777,0.716722567492026,0.7147942238945494,0.7152628043424138,0.7283760105600887,0.7253472662617382,0.713578733259112,0.7292462313918368,0.7183361753500848,0.7273120158589234,0.7214794223894551
C18-neg_Cluster_1379: NA,0.7263595879310588,0.7283912775922247,0.7096785937419261,0.7159345537563946,0.708848302071149,0.7158053711767829,0.7254224270353303,0.7252580128430971,0.7292685447464968,0.7145440794449377,0.71995107503394
C18-neg_Cluster_1162: NA,0.7317758611780513,0.7175058836793078,0.7187002353471723,0.718315036382512,0.7114495694696938,0.7132710438422187,0.7211840640369792,0.7257512554197965,0.7155798888560061,0.7250266585868835,0.719855949679862
